,yad_no,view_cnt,count_train_log,count_train_label,count_test_log,total_room_cnt,wid_cd,ken_cd,lrg_cd,sml_cd,rate1,rate2,train_last_count,bus_le
7592,7593,1.4814814814814814,48.0,27.0,23.0,152.0,46e33861f921c3e38b81998fbf283f01,107c7305a74c8dcc4f143de208bf7ec2,d91d5d5ccafec0ee0ec2941caac895ce,ef8e39a2c0aa1681677f33c0b145629e,0.6379310344827587,0.5689655172413793,35,観光
7593,7594,1.0,1.0,2.0,0.0,12.0,f0112abf369fb03cdc5f5309300913da,470fa9ac04f80c7e13db398668e124bf,5786d54c0848ca4e56e476f35004a3c8,8c9e3f10c6abdc8b526c27d5fdfe22ed,1.0909090909090908,0.9090909090909091,1,ビジネス
7594,7595,1.3333333333333333,13.0,6.0,1.0,20.0,89e181a40914767dfee00fa2b7c2dcb5,2b99151dba9558109a35c75a3c05c38b,61aae17ef4b58e1594a977785ff8de63,78ca574101eaa0ec29f625287be1e946,0.6956521739130435,0.4782608695652174,11,観光ミドル
7595,7596,0.0,1.0,0.0,0.0,7.0,b07b75d367ebece55a23ceecc939fff4,0a66f6ab9c0507059da6f22a0e1f1690,b7bc640833cc20ea0589896701863a85,637c7ce61d38387ab09b58ca335f22ba,0.9090909090909091,0.9090909090909091,1,0
7596,7597,1.1666666666666667,9.0,6.0,4.0,28.0,d86102dd9c232bade9a97dccad40df48,b4d2fb4e51ea7bca80eb1270aa474a54,5c9a8f48e9df0234da012747a02d4b29,4ee16ee838dd2703cc9a1d5a535f0ced,0.8421052631578947,0.7368421052631579,8,ビジネスミドル
7597,7598,1.2222222222222223,5.0,9.0,0.0,24.0,46e33861f921c3e38b81998fbf283f01,c86352f5b57e80fe545cfec1fd8505a1,2e35ef11a402c4687ced0fde49e628ea,1e011cd809001193eb57ad8fcec3b67d,1.2666666666666666,0.6666666666666666,3,ビジネスミドル
7598,7599,1.4482758620689655,63.0,29.0,62.0,190.0,e9316013ee1b03f4525fe361c46ce9c5,84efa50e52f9b471c95bfc3b21b854ad,a1370d90ed3b80ee41311bbbab46aec9,d72674f02c5340d90f245e3177727650,0.5342465753424658,0.9863013698630136,39,観光ミドル
7599,7600,1.7419354838709677,62.0,31.0,33.0,132.0,8a1c0d3243bba111cbcd1ec6c692dc6d,ce83563814cff3080c8ae076f44b3020,e4fe3adf995513598a9272929559bc35,2fb1f3eefbe276774a8a3911bcc7e767,0.5694444444444444,0.5972222222222222,28,観光
7600,7601,1.8571428571428572,118.0,42.0,92.0,90.0,43875109d1dab93592812c50d18270a7,3b09a7ce9934c00fd266f9cf246308d1,c0e203c17b3a418d089e96aac011d1a1,991bd5d1842a4934e42fb45e2d46e009,0.40625,0.796875,68,観光
7601,7602,1.3333333333333333,3.0,3.0,3.0,29.0,43875109d1dab93592812c50d18270a7,7d3db9a7acad537c322f85f7cef0beda,d291cb0efc1dac15d2dd1b9a3a6c10e3,be9f7ba8ee1db0ba081fcf9e87ac898d,1.0,1.0,2,観光ミドル
7602,7603,1.4736842105263157,20.0,19.0,15.0,134.0,e9316013ee1b03f4525fe361c46ce9c5,06a6febd7478c1aa664ed5ac87f2d560,cc300a8f5e4e301891db7e1c9242c92f,4f235b49418ce04ff8bb5e1ee38ac03f,0.9666666666666667,0.8333333333333334,13,観光
7603,7604,1.5,4.0,2.0,0.0,7.0,3300cf6f774b7c6a5807110f244cbc21,7bc5fba93082f02f1cc37b7fa264d291,cf4a2e778a687276a297613fc5a0a8a3,dfdbbfa2a0602faddc66d1be16b9d8d9,0.8571428571428571,0.7142857142857143,3,観光
7604,7605,1.411764705882353,23.0,17.0,21.0,206.0,46e33861f921c3e38b81998fbf283f01,572d60f0f5212aacda515ebf81fb0a3a,a35acfcbed4fcd70d7cba2a7971948b1,921539a167cface631fe33a3a0722282,0.8181818181818182,0.9393939393939394,16,観光ミドル
7605,7606,1.0,0.0,3.0,6.0,12.0,b07b75d367ebece55a23ceecc939fff4,0a66f6ab9c0507059da6f22a0e1f1690,333bcf3094c1cacf1615436a69c1bcdd,4a70d8767ca3a19d4c1d69bc95ac3782,1.3,1.6,0,ビジネス
7606,7607,1.4285714285714286,30.0,28.0,26.0,136.0,d86102dd9c232bade9a97dccad40df48,7d66a82def784971580d4452e6b31aab,49cb51139dcdc8372a5560c7b860590b,4709679ac0e2afff061e533f156df021,0.95,0.9,20,観光ミドル
7607,7608,1.0,2.0,1.0,2.0,14.0,43875109d1dab93592812c50d18270a7,75617bb07a2785a948ab1958909211f1,fec8c0a35f821538e08277cded9b34c5,a06dc7e0b1ce7bf4b2a82795544d9fee,0.9166666666666666,1.0,2,ビジネス
7608,7609,1.0,9.0,9.0,10.0,135.0,b07b75d367ebece55a23ceecc939fff4,0a66f6ab9c0507059da6f22a0e1f1690,9ab5718fd88c6e5f9fec37a51827d428,7aff71bb47acb796d425c5ed5e6dfb3f,1.0,1.0526315789473684,9,ビジネス
7609,7610,1.2,32.0,5.0,0.0,128.0,e9316013ee1b03f4525fe361c46ce9c5,66c4d01ad8e30155582cf80b1d655986,7763c74e2efa67a522125d9d3d7dde25,084c46af580a4871ae2a4921addf6e8e,0.35714285714285715,0.23809523809523808,29,ビジネスミドル
7610,7611,1.2777777777777777,27.0,18.0,12.0,49.0,46e33861f921c3e38b81998fbf283f01,c86352f5b57e80fe545cfec1fd8505a1,2e35ef11a402c4687ced0fde49e628ea,1e011cd809001193eb57ad8fcec3b67d,0.7567567567567568,0.5945945945945946,23,ビジネスミドル
7611,7612,1.2666666666666666,20.0,15.0,17.0,63.0,dc414a17890cfc17d011d5038b88ca93,223938a74a609968141867c244086206,8286039883ef9ed9079a6e48c1463e8d,90a34785b0654fabbea6c52d74718e20,0.8333333333333334,0.9,15,ビジネスミドル
7612,7613,1.2222222222222223,5.0,9.0,7.0,30.0,c312e07b7a5d456d53a5b00910a336e1,3acaaea4dab8892b5c9832f1b32f9448,5ee1b4053694332966bf860ed73628fb,723591060b52c330e2bd8818376213af,1.2666666666666666,1.1333333333333333,3,ビジネスミドル
7613,7614,1.2608695652173914,55.0,23.0,16.0,473.0,f0112abf369fb03cdc5f5309300913da,072c85e1653e10c9c7dd065ad007125a,449c52ef581d5f9ef311189469a0520e,f76e14a3f2ebd4c7efd873fe9b5a02fd,0.5076923076923077,0.4,48,ビジネスミドル
7614,7615,1.5454545454545454,57.0,22.0,12.0,117.0,f0112abf369fb03cdc5f5309300913da,072c85e1653e10c9c7dd065ad007125a,133163b5565940a622874ab221a584a4,df0050b289f87b174eed50e685d12370,0.47761194029850745,0.3283582089552239,41,観光
7615,7616,0.0,2.0,0.0,0.0,20.0,dc414a17890cfc17d011d5038b88ca93,6920865be128aa14814810654738b159,828bd0261886a914435f0434dbfc2264,3cc73481cb4b3f8638a12a693ad6c7ed,0.8333333333333334,0.8333333333333334,2,0
7616,7617,1.1428571428571428,28.0,28.0,0.0,96.0,f0112abf369fb03cdc5f5309300913da,072c85e1653e10c9c7dd065ad007125a,449c52ef581d5f9ef311189469a0520e,677a32689cd1ad74e867f1fbe43a3e1c,1.0,0.2631578947368421,24,ビジネスミドル
7617,7618,1.4027777777777777,75.0,72.0,81.0,295.0,46e33861f921c3e38b81998fbf283f01,107c7305a74c8dcc4f143de208bf7ec2,aabf8b3cf6414702adfda5532705759a,c3b55cb211c69d4665fbe81e4447dc24,0.9647058823529412,1.0705882352941176,51,観光ミドル
7618,7619,1.5384615384615385,15.0,13.0,10.0,212.0,c312e07b7a5d456d53a5b00910a336e1,6692a692f80687411022c08e4f5a7a00,b92feebb34d7bbaf6d1661f1ab3be2b2,42fdc1a1b60fa8f8f4d097b7453c9b49,0.92,0.8,9,観光
7619,7620,1.0,4.0,2.0,0.0,57.0,f0112abf369fb03cdc5f5309300913da,ce3aaf25e7e38a0c42d373fb148efc86,b94b1624f29aceb6511babed280db4d7,9dff180c5e5089dfb26be591000b90f1,0.8571428571428571,0.7142857142857143,4,ビジネス
7620,7621,0.0,3.0,0.0,3.0,10.0,3300cf6f774b7c6a5807110f244cbc21,7bc5fba93082f02f1cc37b7fa264d291,6dcf6d57d82bccd837e1d803591dd456,3745ca8206f421ac7ff4ff93960fa435,0.7692307692307693,1.0,3,0
7621,7622,1.8548387096774193,116.0,62.0,56.0,156.0,46e33861f921c3e38b81998fbf283f01,83522288daa2f3a0010f79df27c38ea5,0ded95208aa971e5ced9b81f6f97fd5b,0163d7c60f870add58d57c181736ec63,0.5714285714285714,0.5238095238095238,65,観光
7622,7623,1.2,12.0,5.0,0.0,11.0,89e181a40914767dfee00fa2b7c2dcb5,2b99151dba9558109a35c75a3c05c38b,84fea75411a084611637f301b8970178,562ea37e79f01ad6ddfe05e4acc1f04d,0.6818181818181818,0.45454545454545453,11,ビジネスミドル
7623,7624,0.0,1.0,0.0,0.0,35.0,e9316013ee1b03f4525fe361c46ce9c5,66c4d01ad8e30155582cf80b1d655986,7763c74e2efa67a522125d9d3d7dde25,084c46af580a4871ae2a4921addf6e8e,0.9090909090909091,0.9090909090909091,1,0
7624,7625,1.2857142857142858,12.0,7.0,11.0,16.0,3300cf6f774b7c6a5807110f244cbc21,7bc5fba93082f02f1cc37b7fa264d291,2e74bf64d33bf431ad211feb8213d8e7,30afdbf62c5f9819ac882aed86aea4d7,0.7727272727272727,0.9545454545454546,10,ビジネスミドル
7625,7626,1.1818181818181819,9.0,11.0,2.0,14.0,89e181a40914767dfee00fa2b7c2dcb5,2b99151dba9558109a35c75a3c05c38b,61aae17ef4b58e1594a977785ff8de63,78ca574101eaa0ec29f625287be1e946,1.105263157894737,0.631578947368421,7,ビジネスミドル
7626,7627,1.2054794520547945,81.0,73.0,2.0,236.0,dc414a17890cfc17d011d5038b88ca93,d78f53d0856617bc782f02c3280dfef2,e5cfcc0a43c82072aca11628ff0add53,e2f51242791849e72240784844876b89,0.9120879120879121,0.13186813186813187,67,ビジネスミドル
7627,7628,1.5865384615384615,134.0,104.0,87.0,238.0,c312e07b7a5d456d53a5b00910a336e1,6692a692f80687411022c08e4f5a7a00,8cf750072f8520a726ff601894c2d39e,ddd5616ecb2d2c35c8ac403db5804ef4,0.7916666666666666,0.6736111111111112,87,観光
7628,7629,1.0,7.0,4.0,0.0,6.0,43875109d1dab93592812c50d18270a7,6d279eafce12f1a118fe7cbaa74f105a,0a8555dafe4b6da82bee018d2d02ec2d,b6cfe26a78aad8e53369a78a1cbd5089,0.8235294117647058,0.5882352941176471,7,ビジネス
7629,7630,0.0,3.0,0.0,0.0,7.0,f0112abf369fb03cdc5f5309300913da,bd054cc265d68a400ccb976ac69c6463,c3e3c099b1eec7d35ee7b851620d7158,7ef7ae126238f866a445195e4ef42f94,0.7692307692307693,0.7692307692307693,3,0
7630,7631,1.5,114.0,104.0,30.0,71.0,f0112abf369fb03cdc5f5309300913da,ce3aaf25e7e38a0c42d373fb148efc86,b94b1624f29aceb6511babed280db4d7,8cb854e17cd42e2b44f0c603da4608d4,0.9193548387096774,0.3225806451612903,69,観光
7631,7632,1.4,40.0,20.0,23.0,490.0,46e33861f921c3e38b81998fbf283f01,572d60f0f5212aacda515ebf81fb0a3a,8748b5a626046fff72bcd5747c6d908e,8a3f01bdf9eb39e9ce6f4780590a51cd,0.6,0.66,31,観光ミドル
7632,7633,1.3448275862068966,27.0,29.0,31.0,162.0,d86102dd9c232bade9a97dccad40df48,7d66a82def784971580d4452e6b31aab,49cb51139dcdc8372a5560c7b860590b,4709679ac0e2afff061e533f156df021,1.054054054054054,1.1081081081081081,17,観光ミドル
7633,7634,1.5,7.0,2.0,0.0,32.0,f0112abf369fb03cdc5f5309300913da,072c85e1653e10c9c7dd065ad007125a,bd8bc296d0c3e7e4268f40152dfff75a,a74aabbe15c35263f94bc0aa08bf048e,0.7058823529411765,0.5882352941176471,4,観光
7634,7635,1.08,27.0,25.0,6.0,,d86102dd9c232bade9a97dccad40df48,b4d2fb4e51ea7bca80eb1270aa474a54,29b680542fd3969fea768bfba1d0b50a,b4b4c63ff87803ef0b75eaa651f9f5cf,0.9459459459459459,0.43243243243243246,25,ビジネス
7635,7636,1.2857142857142858,9.0,7.0,4.0,35.0,89e181a40914767dfee00fa2b7c2dcb5,2b99151dba9558109a35c75a3c05c38b,61aae17ef4b58e1594a977785ff8de63,e9347d80562a8b52bb653145938346c4,0.8947368421052632,0.7368421052631579,7,ビジネスミドル
7636,7637,1.0,8.0,7.0,1.0,24.0,b07b75d367ebece55a23ceecc939fff4,0a66f6ab9c0507059da6f22a0e1f1690,0154defaec6c10404d20ecd556b6bd10,90480670aefd67d35d666c63075d61c4,0.9444444444444444,0.6111111111111112,8,ビジネス
7637,7638,1.4,10.0,5.0,33.0,79.0,e9316013ee1b03f4525fe361c46ce9c5,a83f1272a366ddf7ae1dd11e62ea94f1,2fc44cee9cd19d8fead6d8abc2357959,dd29b77739e8d8570cfb2d487528b297,0.75,2.15,8,観光ミドル
7638,7639,1.0,6.0,3.0,1.0,10.0,8a1c0d3243bba111cbcd1ec6c692dc6d,94d4f7dc1971d3473e6ed039a323bf4d,42e1d13855793a364ed5888b8d6067ca,5fb4c282c7d5072b95af4e8b0990b4a2,0.8125,0.6875,6,ビジネス
7639,7640,1.0,2.0,2.0,0.0,19.0,c312e07b7a5d456d53a5b00910a336e1,543ea7c443fdfd779bbd557f2ad99d80,4e32a522ff4e84772b8906f124acc4cc,57c9579ebca0519c986fbf054282b6db,1.0,0.8333333333333334,2,ビジネス
7640,7641,1.5757575757575757,48.0,33.0,64.0,160.0,b07b75d367ebece55a23ceecc939fff4,0a66f6ab9c0507059da6f22a0e1f1690,da273b9909edbb8cdb40305868de155c,f3499131dfb1460d1ddc1af10b936c66,0.7413793103448276,1.2758620689655173,32,観光
7641,7642,0.0,1.0,0.0,0.0,20.0,43875109d1dab93592812c50d18270a7,75617bb07a2785a948ab1958909211f1,9ea5a911019b66ccd42f556c42a2fe2f,be1b876af18afc4deeb3081591d2a910,0.9090909090909091,0.9090909090909091,1,0
7642,7643,1.25,11.0,8.0,2.0,12.0,f0112abf369fb03cdc5f5309300913da,bd054cc265d68a400ccb976ac69c6463,728d0185a651e4e5612cfe131f5a2ca7,dc5169c321eab209d03be92d280db13a,0.8571428571428571,0.5714285714285714,9,ビジネスミドル
7643,7644,1.467741935483871,95.0,62.0,22.0,148.0,321b69d5eec98fe6253e26b86058e6a9,0745a2107686fcb724892ce52f19d02e,5f6ef5263d833db9eb585c0b685e6817,749baed21736073c6b7b624cc76932ea,0.6857142857142857,0.3047619047619048,64,観光
7644,7645,1.0714285714285714,10.0,14.0,3.0,139.0,dc414a17890cfc17d011d5038b88ca93,31a0f630d36db568ab23c9c1cd80d1c1,ff6cf77545873220271ee1894fbe85ed,b615924d042eb2348682cc892eaba761,1.2,0.65,9,ビジネス
7645,7646,1.3461538461538463,60.0,26.0,42.0,110.0,c312e07b7a5d456d53a5b00910a336e1,6692a692f80687411022c08e4f5a7a00,8cf750072f8520a726ff601894c2d39e,ddd5616ecb2d2c35c8ac403db5804ef4,0.5142857142857142,0.7428571428571429,51,観光ミドル
7646,7647,1.0,2.0,2.0,0.0,123.0,46e33861f921c3e38b81998fbf283f01,107c7305a74c8dcc4f143de208bf7ec2,c9d5e891463e5389c42d16f987ed30bd,9ccc341413e935a914a1ded367b8f80e,1.0,0.8333333333333334,2,ビジネス
7647,7648,1.0,6.0,2.0,5.0,30.0,e9316013ee1b03f4525fe361c46ce9c5,66c4d01ad8e30155582cf80b1d655986,1476be8d946a74a280b6b980fd17c6a7,26134995fa60df292b228fb068adc325,0.75,0.9375,6,ビジネス
7648,7649,1.92,187.0,100.0,171.0,173.0,3300cf6f774b7c6a5807110f244cbc21,013592a15b9a689232792f11da797ac7,3db7301525fb3bc026edf7846eae7827,b8a4aaa1954614dee2ed2422b6b670bd,0.5583756345177665,0.9187817258883249,89,観光
7649,7650,1.631578947368421,25.0,19.0,16.0,186.0,3300cf6f774b7c6a5807110f244cbc21,689cf8289e7ea0b2eef1b017dcdfe8de,8b712435430a6875839a6c3b5a40b008,7f9457ff02a76a144cc044f4307b374e,0.8285714285714286,0.7428571428571429,16,観光
7650,7651,1.1875,13.0,16.0,4.0,82.0,89e181a40914767dfee00fa2b7c2dcb5,2b99151dba9558109a35c75a3c05c38b,a9009f29bc3252f9049062fa3b22db89,9dedfc2a42ed1586905b59c1e84d513d,1.1304347826086956,0.6086956521739131,10,ビジネスミドル
7651,7652,0.0,10.0,0.0,9.0,12.0,f0112abf369fb03cdc5f5309300913da,072c85e1653e10c9c7dd065ad007125a,449c52ef581d5f9ef311189469a0520e,f76e14a3f2ebd4c7efd873fe9b5a02fd,0.5,0.95,10,0
7652,7653,1.2333333333333334,25.0,30.0,9.0,93.0,dc414a17890cfc17d011d5038b88ca93,31a0f630d36db568ab23c9c1cd80d1c1,f11d0a982fcea099947ab41cf04aab3f,199073cb3739d73a10d0d96f0b4f8555,1.1428571428571428,0.5428571428571428,19,ビジネスミドル
7653,7654,1.0,1.0,1.0,1.0,,8a1c0d3243bba111cbcd1ec6c692dc6d,94d4f7dc1971d3473e6ed039a323bf4d,b8e64a270abfcb54ff089ba150a52bd8,374514c14f56c2eaf6b437324b1db791,1.0,1.0,1,ビジネス
7654,7655,1.1538461538461537,21.0,13.0,7.0,54.0,d86102dd9c232bade9a97dccad40df48,b4d2fb4e51ea7bca80eb1270aa474a54,29b680542fd3969fea768bfba1d0b50a,b4b4c63ff87803ef0b75eaa651f9f5cf,0.7419354838709677,0.5483870967741935,18,ビジネスミドル
7655,7656,1.1818181818181819,11.0,11.0,10.0,62.0,f0112abf369fb03cdc5f5309300913da,ade0e32ad9713b41613b242ba618f776,d2514909e2d2f32a9245f80d40677fb1,be7deb8f4eea9088c31e1c494c774ae4,1.0,0.9523809523809523,9,ビジネスミドル
7656,7657,1.7209302325581395,70.0,43.0,40.0,94.0,f0112abf369fb03cdc5f5309300913da,fec19ba0016c012f3a06360cfff6da32,9b6b8d7f6b726a8c638857f20242bf04,98d6ff1031df7601878d69dca9da274e,0.6625,0.625,38,観光
7657,7658,1.4166666666666667,21.0,12.0,31.0,195.0,c312e07b7a5d456d53a5b00910a336e1,558ac1909f0318b82c621ab250329d6d,80fb3c5ad0c89931d0923e9f80885218,ed1aaeec6814b55d5c297f57da13861e,0.7096774193548387,1.3225806451612903,15,観光ミドル
7658,7659,1.0,4.0,2.0,1.0,35.0,3300cf6f774b7c6a5807110f244cbc21,7bc5fba93082f02f1cc37b7fa264d291,6dcf6d57d82bccd837e1d803591dd456,3745ca8206f421ac7ff4ff93960fa435,0.8571428571428571,0.7857142857142857,4,ビジネス
7659,7660,1.3333333333333333,11.0,6.0,13.0,14.0,e9316013ee1b03f4525fe361c46ce9c5,06a6febd7478c1aa664ed5ac87f2d560,348ba9b3c0b01d29fcd103207ad458c8,78a036c6f63c6d55748b9a198fc060f0,0.7619047619047619,1.0952380952380953,9,観光ミドル
7660,7661,0.0,1.0,0.0,0.0,,8a1c0d3243bba111cbcd1ec6c692dc6d,94d4f7dc1971d3473e6ed039a323bf4d,bd8d1bf721709acd4d911c6661326ad8,67c172257a625f4838523914b0a9d03f,0.9090909090909091,0.9090909090909091,1,0
7661,7662,1.25,16.0,4.0,0.0,33.0,b07b75d367ebece55a23ceecc939fff4,0a66f6ab9c0507059da6f22a0e1f1690,386458868487abfe07a5c994c847972c,3597cc1635379f967d49bcda085e3eb7,0.5384615384615384,0.38461538461538464,15,ビジネスミドル
7662,7663,1.1875,19.0,16.0,21.0,101.0,89e181a40914767dfee00fa2b7c2dcb5,2b99151dba9558109a35c75a3c05c38b,61aae17ef4b58e1594a977785ff8de63,78ca574101eaa0ec29f625287be1e946,0.896551724137931,1.0689655172413792,17,ビジネスミドル
7663,7664,1.1818181818181819,9.0,11.0,7.0,23.0,43875109d1dab93592812c50d18270a7,7d3db9a7acad537c322f85f7cef0beda,34f448c0371e84f8fe5a079d8d04211e,97de2b919a8ec19e656e5913804b0c84,1.105263157894737,0.8947368421052632,7,ビジネスミドル
7664,7665,1.0,21.0,10.0,8.0,129.0,46e33861f921c3e38b81998fbf283f01,107c7305a74c8dcc4f143de208bf7ec2,aabf8b3cf6414702adfda5532705759a,da32f7dee35dbf732876e93f9cff9829,0.6451612903225806,0.5806451612903226,21,ビジネス
7665,7666,1.6666666666666667,21.0,15.0,13.0,92.0,f0112abf369fb03cdc5f5309300913da,ce3aaf25e7e38a0c42d373fb148efc86,de53fe77d909fdc473ce8ada60362015,2e46737183c2c82dc0611c3b09ddf271,0.8064516129032258,0.7419354838709677,12,観光
7666,7667,1.5348837209302326,63.0,43.0,66.0,121.0,dc414a17890cfc17d011d5038b88ca93,223938a74a609968141867c244086206,e8b0d300c47a0055e1301fe28d1806bd,5a18c16bd49d3a0d865884a6a654d2a7,0.726027397260274,1.0410958904109588,42,観光
7667,7668,1.5,30.0,20.0,20.0,10.0,321b69d5eec98fe6253e26b86058e6a9,0745a2107686fcb724892ce52f19d02e,5f6ef5263d833db9eb585c0b685e6817,749baed21736073c6b7b624cc76932ea,0.75,0.75,24,観光
7668,7669,1.4545454545454546,13.0,11.0,4.0,50.0,3300cf6f774b7c6a5807110f244cbc21,7bc5fba93082f02f1cc37b7fa264d291,54c9d3183b8cc2e7c76d8450f7bab522,677e82825c47001f72241e1d12d3f4ee,0.9130434782608695,0.6086956521739131,9,観光ミドル
7669,7670,0.0,1.0,0.0,0.0,140.0,89e181a40914767dfee00fa2b7c2dcb5,2b99151dba9558109a35c75a3c05c38b,61aae17ef4b58e1594a977785ff8de63,2827c19bfa4f3d187d36d50f12bc9873,0.9090909090909091,0.9090909090909091,1,0
7670,7671,1.2857142857142858,44.0,28.0,20.0,22.0,e9316013ee1b03f4525fe361c46ce9c5,517061b8165aa6370d9025951a64aa52,7e5ebb4d5e3cdfd3ad3798c9864d87d6,840f2157ec5bb4f5501a3ace2f4ef8d1,0.7037037037037037,0.5555555555555556,36,ビジネスミドル
7671,7672,1.1666666666666667,19.0,18.0,23.0,40.0,f0112abf369fb03cdc5f5309300913da,bd054cc265d68a400ccb976ac69c6463,c3e3c099b1eec7d35ee7b851620d7158,dd14f839ed09692ea48eae5d68ea3468,0.9655172413793104,1.1379310344827587,15,ビジネスミドル
7672,7673,1.25,9.0,8.0,6.0,172.0,f0112abf369fb03cdc5f5309300913da,072c85e1653e10c9c7dd065ad007125a,74dbf7abd84e4b61db680d83cc6d338f,2170b4597e80ddb81ea899d34b990a7c,0.9473684210526315,0.8421052631578947,7,ビジネスミドル
7673,7674,1.1666666666666667,21.0,12.0,20.0,11.0,e9316013ee1b03f4525fe361c46ce9c5,06a6febd7478c1aa664ed5ac87f2d560,476823f74b7633688ba7c828ad2c6bf2,61aa3f2a2e935a269764a01471a9d426,0.7096774193548387,0.967741935483871,19,ビジネスミドル
7674,7675,1.0666666666666667,33.0,15.0,14.0,23.0,b07b75d367ebece55a23ceecc939fff4,0a66f6ab9c0507059da6f22a0e1f1690,9ab5718fd88c6e5f9fec37a51827d428,7aff71bb47acb796d425c5ed5e6dfb3f,0.5813953488372093,0.5581395348837209,32,ビジネス
7675,7676,1.25,3.0,4.0,14.0,37.0,8a1c0d3243bba111cbcd1ec6c692dc6d,ea4e9c80303b41bfaaf1b252a29a5ae4,93b2b5055aceb1d2189be2edef47e761,0d80507090759b96c2786219473076dc,1.0769230769230769,1.8461538461538463,2,ビジネスミドル
7676,7677,1.0,1.0,5.0,2.0,194.0,f0112abf369fb03cdc5f5309300913da,072c85e1653e10c9c7dd065ad007125a,52d0a7d917cc19ddf5e0ee208f0acfed,5423b90b9624bbb2b47ce18b63fb9a82,1.3636363636363635,1.0909090909090908,1,ビジネス
7677,7678,1.1935483870967742,31.0,31.0,9.0,49.0,e9316013ee1b03f4525fe361c46ce9c5,84efa50e52f9b471c95bfc3b21b854ad,6991a9d2e7fe401f74af36167101993d,51450d88ac85e2be3a907e2ac6a25014,1.0,0.4634146341463415,25,ビジネスミドル
7678,7679,1.5,5.0,2.0,0.0,49.0,d86102dd9c232bade9a97dccad40df48,3831f43bb997a3028669c251c2c2f552,b31fe5b353c0258f2da3a3bb8e2ce9fc,2d18a3cbadda36a6b4fa12bdf3feaac4,0.8,0.6666666666666666,4,観光
7679,7680,1.3880597014925373,85.0,67.0,40.0,174.0,d86102dd9c232bade9a97dccad40df48,3831f43bb997a3028669c251c2c2f552,b31fe5b353c0258f2da3a3bb8e2ce9fc,2d18a3cbadda36a6b4fa12bdf3feaac4,0.8105263157894737,0.5263157894736842,60,観光ミドル
7680,7681,1.556390977443609,132.0,133.0,70.0,96.0,dc414a17890cfc17d011d5038b88ca93,d78f53d0856617bc782f02c3280dfef2,e5cfcc0a43c82072aca11628ff0add53,e2f51242791849e72240784844876b89,1.0070422535211268,0.5633802816901409,77,観光
7681,7682,0.0,1.0,0.0,1.0,29.0,b07b75d367ebece55a23ceecc939fff4,0a66f6ab9c0507059da6f22a0e1f1690,4713062d683b3be22a00131d9546c66d,975a4a51b4386eec81f3b698d05bc475,0.9090909090909091,1.0,1,0
7682,7683,1.0,2.0,2.0,3.0,11.0,8a1c0d3243bba111cbcd1ec6c692dc6d,94d4f7dc1971d3473e6ed039a323bf4d,bd8d1bf721709acd4d911c6661326ad8,fc6ca895de54180f7c0f56932e601c0f,1.0,1.0833333333333333,2,ビジネス
7683,7684,1.263157894736842,53.0,57.0,22.0,102.0,321b69d5eec98fe6253e26b86058e6a9,0745a2107686fcb724892ce52f19d02e,5f6ef5263d833db9eb585c0b685e6817,749baed21736073c6b7b624cc76932ea,1.0634920634920635,0.5079365079365079,38,ビジネスミドル
7684,7685,1.3333333333333333,11.0,9.0,4.0,99.0,46e33861f921c3e38b81998fbf283f01,572d60f0f5212aacda515ebf81fb0a3a,a35acfcbed4fcd70d7cba2a7971948b1,921539a167cface631fe33a3a0722282,0.9047619047619048,0.6666666666666666,9,観光ミドル
7685,7686,1.2375,87.0,80.0,41.0,280.0,dc414a17890cfc17d011d5038b88ca93,d78f53d0856617bc782f02c3280dfef2,e5cfcc0a43c82072aca11628ff0add53,1a0132cb9c2c6dd3e3b616009d6d6503,0.9278350515463918,0.5257731958762887,68,ビジネスミドル
7686,7687,1.911764705882353,60.0,34.0,47.0,126.0,e9316013ee1b03f4525fe361c46ce9c5,c71d257a01a8092eddf53c9f67705866,14260cfc7baf3f7e1ca4187b563601c1,893c614064e557f3ce5e0ac0caa981cc,0.6285714285714286,0.8142857142857143,34,観光
7687,7688,1.625,64.0,40.0,39.0,116.0,46e33861f921c3e38b81998fbf283f01,c86352f5b57e80fe545cfec1fd8505a1,7974c7e841b95bf5fe606cce6472e159,d9d5e1d4430a992364297f4064ce04ee,0.6756756756756757,0.6621621621621622,36,観光
7688,7689,1.3333333333333333,5.0,3.0,2.0,22.0,8a1c0d3243bba111cbcd1ec6c692dc6d,94d4f7dc1971d3473e6ed039a323bf4d,42e1d13855793a364ed5888b8d6067ca,c806ca1e8d981e06b1439035119ce831,0.8666666666666667,0.8,4,観光ミドル
7689,7690,1.3544303797468353,75.0,79.0,32.0,465.0,46e33861f921c3e38b81998fbf283f01,107c7305a74c8dcc4f143de208bf7ec2,c9d5e891463e5389c42d16f987ed30bd,7cf2b4f31fb20747f89e58981e6d9fc1,1.0470588235294118,0.49411764705882355,49,観光ミドル
7690,7691,1.1666666666666667,41.0,12.0,5.0,103.0,c312e07b7a5d456d53a5b00910a336e1,6692a692f80687411022c08e4f5a7a00,8cf750072f8520a726ff601894c2d39e,ae316115cdaf0cb1b67b65e75f260b4d,0.43137254901960786,0.29411764705882354,39,ビジネスミドル
